Group,Column,Company
2023,"2022
Shs m
12.5
-",2023
Shs m,,Shs m
16.4,,440.7
-,,(378.7)
16.4,"12.5
1,105.3",62.0
971.5,,569.2
987.9,"1,117.8",631.2
