Shs m,Column,Column
"999.0
1,999.3
-","48.9
888.4
-","68.3
268.8
2,155.3"
"2,998.3",937.3,"2,492.4"
"1,755.2
-
-","297.3
-
-","564.6
1,373.8
779.1"
"1,755.2",297.3,"2,717.5"
"4,753.5","1,234.6","5,209.9"
"1,156.0
-","732.7
-","840.8
560.9"
"1,156.0",732.7,"1,401.7"
-,-,30.0
"1,156.0",732.7,"1,431.7"
225.5,51.4,-
"570.6
1,433.0
-","28.0
636.7
-","39.0
192.7
3,411.1"
"2,003.6",664.7,"3,642.8"
"2,041.7
-
-","345.8
-
-","656.8
1,330.6
634.3"
"2,041.7",345.8,"2,621.7"
"4,045.3","1,010.5","6,264.5"
"1,119.4
-","709.5
-","814.2
477.6"
"1,119.4",709.5,"1,291.8"
-,-,33.3
"1,119.4",709.5,"1,325.1"
218.2,199.4,-
