Group,Column,Company
2021,"2020
Shs m
4.0
-",2021
Shs m,,Shs m
2.5,,420.8
-,,(360.9)
2.5,"4.0
1,467.4",59.9
"1,493.7",,930.2
"1,496.2","1,471.4",990.1
