1.1.10 Charged/ 31.12.10
(Credited)
to SCI
Shs m Shs m Shs m
142.0 (37.2) 104.8
7.2 76.1 83.3
149.2 38.9 188.1
(103.0) (79.6) (182.6)
(12.7) (62.1) (74.8)
(115.7) (141.7) (257.4)
33.5 (102.8) (69.3)
