"471.4
132.4
6,163.7
1,414.1",Column,"471.4
137.5
5,236.3
1,414.1"
"8,181.6
61.8","7,251.1
72.4","7,259.3
-"
"8,243.4
67.0
17.4","7,323.5
84.9
52.3","7,259.3
-
-"
84.4,137.2,-
"8,327.8","7,460.7","7,259.3"
"2,234.6
326.9
82.8
830.0
-
115.6","2,280.8
321.5
84.4
725.0
-
17.5","1,422.4
97.6
47.3
94.6
1,131.4
70.4"
"3,589.9","3,429.2","2,863.7"
"1,094.8
2,527.7
4,093.7
138.1","1,015.2
2,272.7
3,960.3
-","835.6
2,103.7
3,788.0
152.5"
"7,854.3","7,248.2","6,879.8"
"3,090.0
26.4
-","3,092.0
26.9
97.8","2,484.2
-
-"
"3,116.4","3,216.7","2,484.2"
"4,737.9","4,031.5","4,395.6"
"8,327.8","7,460.7","7,259.3"
