Group,Column,Company
2024,"2023
Shs m
2,229.3
173.9
(8.9)",2024
Shs m,,Shs m
"2,394.3",,"1,766.0"
(76.6),,(92.7)
-,,-
"2,317.7","2,394.3","1,673.3"
