Group,Column,Company
2020,"2019
Shs m
1,848.0
822.1
-",2020
Shs m,,Shs m
"2,367.7",,"1,895.0"
600.1,,600.1
(18.9),,(18.9)
"2,948.9","2,670.1","2,476.2"
