Computer Frequencies Total
software
Shs m Shs m Shs m
236.5 - 236.5
(110.3) - (110.3)
126.2 - 126.2
126.2 - 126.2
39.6 27.2 66.8
(38.7) - (38.7)
127.1 27.2 154.3
276.1 27.2 303.3
(149.0) - (149.0)
127.1 27.2 154.3
127.1 27.2 154.3
14.3 - 14.3
(40.6) - (40.6)
100.8 27.2 128.0
290.4 27.2 317.6
(189.6) - (189.6)
100.8 27.2 128.0
