Column,Column,"2002
Shs m
4,103.4
(3,212.7)"
664.1,(40.2) (57.7),"890.7
(314.4 )"
,,"576.3
41.6
17.3"
,,"635.2
(255.9)
24.5"
,,403.8
"2,337.7",293.9 318.5,"3,369.1
271.7"
,,"3,640.8"
,,"1,285.7
213.3
278.0
86.3
286.4
2002
Shsm
278.0
27.1
84.5
(2.7 )
69.7
1.8
59.7
784.5
4.1"
