Group,Column,Company
2022,"2021
Shs m
57.3
(352.3)
1.6
219.6",2022
Shs m,,Shs m
(73.8),,(91.2)
(212.6),,(153.8)
0.9,,1.1
432.7,,377.3
147.2,(73.8),133.4
