STATEMENT OF FINANCIAL POSITION,Column,Column,Column,Column
,,31 March 2019,,31 March 2018
,,Kshs'000,Kshs'000,
,EQUITY,,,
Share capital,,"40,196","40,196",
,Revaluation reserve,"645,080",,"626,867"
Retained earnings,,"161,642","149,102",
,,"846,918","816,165",
Non-current liabilities,,"74,942","76,176",
,Current liabilities,"20,464",,"13,554"
,Total equity and liabilities,"942,324",,"905,895"
,REPRESENTED BY:-,,,
,Non-current assets,"799,434",,"786,967"
Current assets,,"142,890","118,928",
,,"942,324","905,895",
