STATEMENT OF FINANCIAL POSITION,Column,Column,Column,Column,Column
,,,31 March 2023,,31 March 2022
,,Kshs'000,,Kshs'000,
,EQUITY,,,,
Share capital,,"40,196",,"40,196",
,Revaluation reserve,,"991,688",,"1,003,639"
Retained earnings,,"148,384",,"129,145",
,,"1,180,268",,"1,172,980",
Non-current liabilities,,"213,942",,"97,315",
,Current liabilities,,"27,084",,"25,726"
,Total equity and liabilities,,"1,421,294",,"1,296,021"
,REPRESENTED BY:-,,,,
,Non-current assets,,"1,258,038",,"1,153,985"
Current assets,,"163,256",,"142,036",
,,"1,421,294",,"1,296,021",
