"At start of year - 253,301 321,394 130,677 49,151 754,523"
"Charge for the year - 18,874 11,252 6,650 8,776 45,552"
"Disposals - - - (6,122) - (6,122)"
"At 30 September 2005 - 272,175 332,646 131,205 57,927 793,953"
