30.09.2020,Column,30.09.2020
Ksh '000,,Ksh '000
"11,386,598",,"7,395,188"
"127,243",,"42,602"
"18,944",,"9,598"
"1,012,880",,"129,741"
-,,"589,897"
"41,314",,"31,007"
"7,582",,-
"12,594,561","8,396,811","8,198,033"
,"91,652
264,822
308,912
118,029
-
247,324",
"567,663",,"81,197"
"196,819",,"166,207"
"531,110",,"188,421"
"-
93,913
593,689",,"242,014
36,332
317,603"
"1,983,194","1,030,739","1,031,774"
"14,577,755","9,427,550","9,229,807"
"228,055
10,204,430
2,316,442","228,055
7,313,628
1,137,495","228,055
7,260,098
1,123,216"
"12,748,927
304,138","8,679,178
-","8,611,369
-"
"13,053,065","8,679,178","8,611,369"
"964,177
17,698
197,101","468,193
-
20,019","415,638
17,698
20,055"
"1,178,976","488,212","453,391"
"15,953
12,068
-
317,693
-","17,697
1,365
111,276
113,355
16,467","15,953
979
12,913
135,202
-"
"345,714","260,160","165,047"
"14,577,755","9,427,550","9,229,807"
"616,288
(87,428)
(4,658)
(27,845)","99,383
(1,736)
(2,878)
(4,485)","348,558
(12,536)
(4,658)
(5,287)"
"496,357","90,284","326,077"
"(99,919)
(1,660)
(94,964)
14,100
6,770","(10,837)
(9,062)
(6,520)
8,122
1,832","(3,418)
(1,660)
(5,114)
15,880
178"
"(175,673)","(16,465)","5,866"
"(9,667)
(12,860)
595,350
(729,082)
-","(14,116)
(15,954)
969,889
(969,889)
(114,028)","(9,667)
(12,860)
595,350
(729,082)
-"
"(156,259)","(144,098)","(156,259)"
"164,425
429,264","(70,279)
317,603","175,684
141,919"
"593,689","247,324","317,603"
