30.09.2019,Column,30.09.2019
Ksh '000,,Ksh '000
"1 1,455,879",,"7 ,450,772"
"8 9,103",,"3 7,488"
"1 2,192",,"1 1,343"
"1 ,211,030",,"1 26,456"
"1 0,408",,-
-,,"1 45,797"
-,,-
-,,-
"8 ,865",,-
"1 2,787,477","8 ,251,032","7 ,771,856"
,"5 09,594
7 7,785
1 48,107
3 54,134
4 3,072
2 34,035",
"8 00,789",,"1 97,073"
"1 12,101
4 50,610
1 ,000
9 3,118
4 29,264",,"9 0,512
8 9,737
7 77,772
3 5,894
1 41,919"
"1 ,886,882","1 ,366,727","1 ,332,907"
"1 4,674,359","9 ,617,759","9 ,104,763"
"2 28,055
1 0,087,551
2 ,264,204","2 28,055
7 ,158,927
1 ,117,331","2 28,055
7 ,165,958
1 ,124,739"
"1 2,579,810
3 05,245","8 ,504,313
-","8 ,518,752"
"1 2,885,055","8 ,504,313","8 ,518,752"
"1 ,036,173
-
3 09,534","4 19,800
2 9,368
1 8,345","4 08,149
-
2 6,893"
"1 ,345,707","4 67,513","4 35,042"
"2 4,746
-
1 14,488
2 96,808
7 ,555","5 ,720
1 0,233
4 16,361
2 13,619
-","5 ,720
-
1 14,488
3 0,761
-"
"4 43,597","6 45,933","1 50,969"
"1 4,674,359","9 ,617,759","9 ,104,763"
"(340,824)
(28,608)
(30,223)","2 31,818
-
(990)","(64,840)
(2,728)
(6,722)"
"(399,655)","2 30,828","(74,290)"
"(138,007)
(582)
-
(54,201)
4 9,075
-
-
7 ,908","(4,190)
-
-
(2,979)
11,185
-
(444,000)
-","(8,905)
(264)
-
(15,702)
2 4,229
1 99,750
-
8 23"
"(135,807)","(439,984)","1 99,931"
"(12,564)
5 18,155
(408,419)
(35,250)
(228,056)","(5,258)
4 90,783
(188,910)
-
-","(12,564)
5 18,155
(408,419)
-
(228,056)"
"(166,134)","2 96,615","(130,884)"
"(701,596)
1 ,135,609
(4,749)
-","8 7,459
1 41,919
-
4 ,657","(5,243)
1 47,162
-
-"
"4 29,264","2 34,035","1 41,919"
