"1,534,264",(776),"( 38,145)","1,552,595","3,047,938"
"( 61,043)",-,"23,853","( 7,614)","( 44,804)"
"432,245",-,"( 80,440)",-,"351,805"
-,-,"(129,863)",-,"( 129,863)"
"1,905,466",(776),"(224,595)","1,544,981","3,225,076"
