Salary,Fees,Gratuity,Bonuses
Kshs 000,Kshs 000,Kshs 000,Kshs 000
-,"2,295",-,-
"4,757",-,"3,878","1,926"
"13,854",-,-,"1,251"
-,973,-,-
-,"1,248",-,-
-,"1,091",-,-
-,"2,037",-,-
-,"1,270",-,-
-,"1,335",-,-
-,"1,336",-,-
"18,611","11,585","3,878","3,177"
-,"1,824",-,-
"18,707",-,-,843
-,802,-,-
-,747,-,-
-,411,-,-
-,"1,566",-,-
-,806,-,-
-,191,-,-
-,-,-,-
-,"2,117",-,-
"18,707","8,464",-,843
