Column,2018,2017
Notes,Shs’000,Shs’000
12,"143,935","158,452"
13 (a),"3,325","6,184"
13 b,"334,010","227,402"
14,"166,594","166,594"
16,"7,633",476
,"655,497","559,108"
17,"383,011","328,868"
18,"687,059","625,096"
26 (a),"299,302","239,021"
19,"410,179","9,035"
,"1,779,551","1,202,020"
,"2,435,048","1,761,128"
20,"272,440","272,440"
,"368,289","368,289"
,"461,180","344,321"
,"1,101,909","985,050"
22,"532,632","280,886"
21,"728,520","477,911"
26 (b),"17,898",-
19,211,"11,821"
,"53,878","5,460"
,"1,333,139","776,078"
,"2,435,048","1,761,128"
