2018
Shs’000
"1,696,318"
"(781,140)"
"915,178"
229
"(134,591)"
"(422,452)"
"358,364"
"(85,218)"
"273,146"
"(89,542)"
"183,604"
"183,031"
573
"183,604"
"(10,664)"
"172,940"
0.67
