Group,Company
Shs’000,Shs’000
"13,881","11,972"
"1,800","1,800"
"(5,722)","(5,688)"
"9,959","8,084"
"48,128","78,384"
"(38,169)","(70,300)"
"9,959","8,084"
"9,959","8,084"
"3,800","4,478"
"(5,913)","(5,778)"
"7,846","6,784"
"51,928","82,862"
"(44,082)","(76,078)"
"7,846","6,784"
