Column,Group,Column,Company
2022,2021,2022,2021
Sh’000,Sh’000,Shs’000,Shs’000
"74,602","17,774","72,375","38,860"
"13,224","10,774","8,831","9,416"
"5,913","5,722","5,778","5,688"
"31,611","35,496","21,988","24,961"
"(2,309)","(3,024)","(1,651)","(4,480)"
"133,339","183,247","132,901","182,406"
"(64,181)","(135,806)","9,293","(138,942)"
"394,519","(290,997)","448,202","(213,245)"
"(20,357)","402,496","(96,437)","375,754"
-,-,"(76,242)","(69,857)"
"566,361","225,682","525,038","210,561"
