Column,"Directors an
For the year ended 30 June
REGISTERED OFFICE AND
PRINCIPAL PLACE OF
BUSINESS
DIRECTORS
COMPANY’S SECRETARY",Column,"d Statutory Information
NOITAMROFNI
2024
ETAROPROC
LR No. 209/5604
Funzi Road, Industrial Area
P O Box 18033 – 00500
Nairobi
Hon. Francis T. Nyammo – Group Chairman
Maxwell Wahome – Group MD and CEO
ECNANREVOG
Muigai Githu
Emma Miloyo
Ali Hussein Kassim
Truphosa Kwaka-Sumba – retired in March 2024
Dr Dancan Irungu
ETAROPROC
Dr Shikoh Gitau – appointed in March 2024
Fred Murimi
Centum Investment Company PLC – represented by Thomas Omondi
Ms Enid Muriuki
Newday Consulting
6th Floor, West End Towers
Waiyaki Way
STN P O Box 49382 – 00100
Nairobi"
,,"REGISTERED OFFICE AND
PRINCIPAL PLACE OF
BUSINESS","LR No. 209/5604
Funzi Road, Industrial Area
P O Box 18033 – 00500
Nairobi"
,,DIRECTORS,"Hon. Francis T. Nyammo – Group Chairman
Maxwell Wahome – Group MD and CEO
Muigai Githu
Emma Miloyo
Ali Hussein Kassim
Truphosa Kwaka-Sumba – retired in March 2024
Dr Dancan Irungu
Dr Shikoh Gitau – appointed in March 2024
Fred Murimi
Centum Investment Company PLC – represented by Thomas Omondi"
,,COMPANY’S SECRETARY,"Ms Enid Muriuki
Newday Consulting
6th Floor, West End Towers
Waiyaki Way
P O Box 49382 – 00100
Nairobi"
44 Longhorn Publishers PLC An,"AUDITORS
MAIN BANKERS
nual Report and Financial Statements 2024 Longhorn Publishers PLC Annual Report a",,
,,,"KPMG Kenya
Certified Public Accountants
8th Floor, ABC Towers
Waiyaki Way
P O Box 40612 – 00100
Nairobi"
,,,"Standard Chartered Bank Kenya Limited
48 Westlands Road
P O Box 30003 – 00100
Nairobi
Kenya Commercial Bank Kenya Limited
Industrial Area
P O Box 18031 – 00500
Nairobi
NCBA Kenya Plc
Mara and Ragati Road, Upper Hill
P O Box 49599 – 00100
Nairobi"
