2020
KSh’000
"688,020"
"533,810"
"320,364"
"(4,841)"
"(3,572)"
"177,378"
"12,084"
"(46,085)"
"7,139"
"1,695,637"
"(2,138,324)"
"(1,649,958)"
"115,021"
"(293,327)"
