Column,Dec 2021
,KSh’ 000
"16
16
16
17
15",
,"1,000,000"
,23
,"(15,383)"
,"2,837,183"
,"6,152,545"
,"5,000,000"
,"14,974,368"
"26
18",
,"19,665"
,"1,919,075"
,"1,938,740"
,"16,913,108"
"19
18",
,"12,115,009"
,"190,046"
,"12,305,055"
"21
27
22
23
24",
,"3,859,637"
,"535,157"
,"4,367,078"
,"23,136"
,"3,028,755"
,"11,813,763"
"25
26
23
27
29",
,"5,770,302"
,"20,313"
,"32,498"
,"703,130"
,"679,467"
,"4,608,053"
,"16,913,108"
