"Net gains recognised directly in
equity",Column,-,-,"7,428",-,-,-,"7,428"
,"15
15
15","-
-
-","-
-
-","-
-
-","-
-
-","-
(350,000)
(2,250,000)","(3,950,000)
-
2,250,000",
,,-,-,-,-,"(2,600,000)","(1,700,000)",
,,"1,000,000",23,"7,428","1,861,435","2,721,337","2,250,000",
