"2021
KSh’ 000"
"443,174"
"587,612"
"(22,083)"
759
"(3,791)"
"105,168"
"4,200"
-
"(19,752)"
"(179,645)"
"207,011"
"(546,910)"
"(136,547)"
"439,196"
