"Plant and
Machinery
Shs’ 000
7,810,202
(3,227,995)",Column,"Construction
in Progress*
Shs’ 000
596,968
-"
"4,582,207","227,870","596,968"
"4,582,207
1,542,801
(89,815)
68,529
(485,242)","227,870
171,155
(25,332)
22,736
(96,548)","596,968
(464,346)
-
-
-"
"5,618,480","299,881","132,622"
"9,263,188
(3,644,708)","1,081,860
(781,979)","132,622
-"
"5,618,480","299,881","132,622"
"5,618,480
134,355
(435)
306
(593,493)","299,881
107,101
(15,763)
14,499
(148,500)","132,622
235,598
-
-
-"
"5,159,213","257,218","368,220"
"9,397,108
(4,237,895)","1,173,198
(915,980)","368,220
-"
"5,159,213","257,218","368,220"
