"2014
KShs’000"
"22,701,062
44,317,653
13,427,612
74,655,365"
"155,101,692"
"146,246,601
8,855,091"
"155,101,692"
"142,590,601
5,760,944"
"148,351,545"
"287,311
86,989
23,277
2,562
87,554"
"487,693"
