As at 1 January 2022,"9,974,771","1,967,520","16,668,532","28,610,823"
Dividends declared – 2021 (Note 11),-,-,"(824,701)","(824,701)"
Profit for the year,-,-,"2,444,327","2,444,327"
Other comprehensive income,-,-,-,-
Total comprehensive income,-,-,"2,444,327","2,444,327"
As at 31 December 2022,"9,974,771","1,967,520","18,288,158","30,230,449"
