"2015
KShs’000"
"20,324,907
37,817,656
8,742,419
53,369,012"
"120,253,994"
"114,610,033
5,643,961"
"120,253,994"
"106,698,902
6,564,665"
"113,263,567"
"363,138
89,698
41
225,351
18,439
69,398"
"766,065"
