"GRI 3: Material Topics
2021",3-3 Management of material topics,Column,73
"GRI 418: Customer Privacy
2016","418-1 Substantiated complaints concerning breaches of customer privacy and losses of
customer data",,73
TOPICS IN THE APPLICABLE GRI SECTOR STANDARDS DETERMINED AS NOT MATERIAL,,,
TOPIC,,EXPLANATION,
TITLE OF GRI SECTOR STANDARD,,,
TOPIC 11.7 Closure and rehabilitation,,Not Applicable we do not have any oil fields in Kenya,
TOPIC 11.16 Land and Resource rights,,Not Applicable we do not have any oil fields in Kenya,
TOPIC 11.7 Rights of indigenous people,,Not applicable this is not a material issue in TMK,
