Column,2023,2022
Cash deposit collateral,KShs’000,KShs’000
Network,"970,075","881,186"
Non-network,"481,800","420,047"
Bank guarantees collateral,,
Network,"205,700","128,473"
Non-network,"1,539,907","1,668,134"
Total,"3,197,482","3,097,840"
