Column,Current,< 30,30–60,61-90,> 91,Column
,days,days,days,days,days,Total
,KShs’000,KShs’000,KShs’000,KShs’000,KShs’000,KShs’000
Expected credit loss rate (%),0.31%,1.22%,7.57%,6.03%,28.29%,
Estimated total gross carrying amount at default,"6,153,790","1,102,994","418,085","86,461","2,504,273","10,265,603"
Expected credit loss,"19,288","13,458","31,665","5,212","708,393","778,016"
