Column,Notes,2019,2018
ASSETS,,KShs’000,KShs’000
,,"10,827,175","10,341,012"
,,-,"691,430"
,,"1,885,342",-
,,"416,679","416,679"
,,"228,826","187,585"
,,"377,462","336,563"
,,"13,735,484","11,973,269"
,,"6,668,240","9,916,675"
,,"34,242","289,044"
,,"11,326,753","8,765,931"
,,"1,494,073","1,590,460"
,,"4,281,548","6,699,178"
,,"23,804,856","27,261,288"
,,"24,364","24,364"
,,"23,829,220","27,285,652"
,,"37,564,704","39,258,921"
,,"9,974,771","9,974,771"
,,"1,967,520","1,967,520"
,,"12,439,879","10,723,752"
,,"24,382,170","22,666,043"
,,"855,280","966,441"
,,"1,055,509",-
,,"214,717","222,270"
,,"2,125,506","1,188,711"
,,-,"2,290"
,,"284,044",-
,,"6,981,726","8,127,215"
,,"2,398,488","7,115,699"
,,"644,183","158,963"
,,"748,587",-
,,"11,057,028","15,404,167"
,,"37,564,704","39,258,921"
