Column,2024,2023
,KShs’000,KShs’000
Notes,,
,"2,063,131","4,619,420"
7 (a),"(430,392)","517,442"
7 (a),"(234,214)","(890,932)"
7 (b),"3,830,463","2,319,090"
5,"(1,359,355)","(557,118)"
6 (b),"665,006","433,816"
6(b),"(189,520)",-
23,"(61,496)","4,681"
18,"(10,709)","3,287"
6(a)(i),"10,857","6,068"
6(a)(i),"(9,605)","21,234"
12,"1,580,121","1,763,273"
13,"269,614","217,844"
13,"25,559",-
15,"282,710","45,000"
,"(9,218)","(7,981)"
6 (c),"(170,884)",-
6 (c),"393,169",-
,"6,645,237","8,495,124"
,"1,999,626","(1,170,423)"
,"3,169,584","(11,581,327)"
,"3,839,330","6,448,293"
,"(4,245,740)","1,930,285"
,"(821,065)","(1,256,440)"
,"(1,614,911)","365,805"
,"8,972,061","3,231,317"
