"2014
KShs’000"
"8,619,679
708,176
416,679
94,006
463,123"
"10,301,663"
"11,159,064
8,608,970
1,943,569
498,965"
"22,210,568"
"29,569"
"22,240,137"
"32,541,800"
"9,974,771
1,967,520
4,483,132"
"16,425,423"
"1,192,167"
"6,748
32,416
7,332,924
194,100
17,604
7,340,418"
"14,924,210"
"32,541,800"
