Column,2023,2022
,KShs’000,KShs’000
As at 1 January,"1,007,530","1,171,471"
Additions,"19,920",-
Accretion of interest [Note 7 (b)],"69,115","80,089"
Payments- principal,"(217,653)","(162,623)"
Payments- interest,"(72,376)","(81,407)"
At 31 December,"806,536","1,007,530"
Current portion,"105,807","285,585"
Non-current portion,"700,729","721,945"
,"806,536","1,007,530"
