"31. RETIREMENT BENEFIT PLANS (Cont’)
(b) Defined benefit plan (Continued)
The principal assumptions used for the purposes of the actuarial valuations were as follows.",Column,Column
"As of December 31,","Valuation
2011
Kshs’000","Valuation
2010
Kshs’000"
"Discount rate(s)
Expected return on plan assets
Expected rate(s) of salary increase","%
10
10
4","%
10
10
8"
Amounts recognised in profit or loss in respect of these defined benefit plans are as follows.,,
"As of December 31,","2011
Kshs’000","2010
Kshs’000"
"Current service cost
Interest on obligation
Expected return on plan assets
Actuarial (gains)/losses recognised in the year
Impact of plan changes
Past service cost
Expense recognised in profit or loss","13,784
37,100
(32,376 )
294,098
(116,424 )
-
196,182","11,559
28,356
(29,069 )
1,810
-
-
10,846"
"The expense for the year is included in the employee benefits expense in the statement of comprehensive income
(note 8).
The amount included in the statement of financial position arising from the entity’s obligation in respect of its
defined benefit plans is as follows.",,
,"2011
Kshs’000","2010
Kshs’000"
"Present value of funded defined benefit obligation
Fair value of plan assets","419,555
(235,271 )","371,004
(323,761 )"
"Deficit/(surplus)
Net actuarial (losses)/gains not recognised
Net liability arising from defined benefit obligation (recognized
and included in non current other payables and accruals note 25)","184,284
-
184,284","47,243
(7,243 )
40,000"
"Also, the company contributes to the statutory defined contribution pension scheme, the National Social Security
Fund. Contributions to the statutory scheme are determined by local statute and are currently limited to Sh
200 per employee per month. Contributions to this scheme during the year amounted to Sh 863,000 (2010 - Sh
893,200).",,
