2019,2018
KShs’000,KShs’000
"1,353,888","1,181,610"
"33,847",-
"1,387,735","1,181,610"
"(8,343)","104,332"
"(32,556)",-
"(40,899)","104,332"
"1,346,836","1,285,942"
