31-Dec-23,Trade receivables days past due,Column,Column,Column,Column,Column
,"Current
days","< 30
days","30–60
days","61-90
days","> 91
Days",Total
,KShs’000,KShs’000,KShs’000,KShs’000,KShs’000,KShs’000
,0.02%,1.73%,1.46%,3.93%,58.64%,
,"21,445,295","2,325,379","1,100,752","274,792","1,583,271","26,729,489"
,"3,747","40,268","16,023","10,807","928,503","999,348"
