Column,2023,2022
ASSETS,KShs’000,KShs’000
,"12,193,328","11,732,456"
,"1,305,390","1,501,274"
,"416,679","416,679"
,"307,045","297,103"
,"7,743,929",-
,"612,209","405,543"
,"22,578,580","14,353,055"
,"13,057,279","11,890,143"
,"29,424,340","26,059,025"
,"2,377,052","1,120,612"
,"7,878,221","19,595,935"
,"52,736,892","58,665,715"
,-,"24,364"
,"52,736,892","58,690,079"
,"75,315,472","73,043,134"
,"9,974,771","9,974,771"
,"1,967,520","1,967,520"
,"(203,649)",-
,"20,486,381","18,288,158"
,"32,225,023","30,230,449"
,"798,434","824,398"
,"700,729","721,945"
,"304,656","299,975"
,"1,803,819","1,846,318"
,"105,807","285,585"
,"26,233,324","19,065,069"
,"319,095","306,613"
,"7,005,357","5,075,072"
,"2,030,025","1,664,220"
,-,"6,200,000"
,"5,593,022","8,369,808"
,"41,286,630","40,966,367"
,"75,315,472","73,043,134"
