CAK,Competitive Authority of Kenya
CSR,Corporate Social Responsibility
DEI,"Diversity, Equity & Inclusion"
ESG,"Environmental, Social and Governance"
EV,Electric vehicle
FiRE,Financial Reporting
FTC,Fixed Term Contract
GHG,Greenhouse gases
GRI,Global Reporting Initiative
HSE,"Health, Safety and Environment"
HSEQ,"Health, Safety, Environment and Quality"
IFRS,International Financial Reporting Standards
KPIs,Key Performance Indicators
KWp,Kilowatt Peak
LPG,Liquefied Petroleum Gas
MAESTRO,Management and Expectation Standards Towards Robust Operations
MANCOM,Management Committee
MWh,Megawatts hour
NEMA,National Environment Management Authority
NGOs,Non-governmental organizations
OEM,Original Equipment Manufacturer
PIEA,Petroleum Institute of East Africa
PCR,Post consumer recycled
PPE,Personal Protective Equipment
RGC,Risk and Governance Committee
SDGs,Sustainable Development Goals
SFS,"Shops, food, and service"
SRM,Stakeholder Relationship Management
SWOD,Safe Waste Oil Disposal
SWRW,Safe Way Right Way
TMK,TotalEnergies Marketing Kenya PLC
TRIR,Total Recordable Injury rate
TOC,Twice Orators Club
VFD,Variable Frequency Drive
VPSHR,"Voluntary Principles of Security, Human Rights"
TCo2e,Tonnes of co2 equivalent
UNEP,United Nations Environment Programme
WEEE,Waste Electrical and Electronic Equipment
WED,World Environment Day
YGT,Young Graduate Trainee
YGTP,Young Graduate Trainee Program
