Column,2023,2022
,KShs’000,KShs’000
Notes,,
,"4,619,420","3,802,994"
,"517,442","115,797"
,"(890,932)","(567,259)"
,"2,319,090","919,890"
,"(557,118)",-
,"433,816","33,219"
,"4,681","(120,001)"
,"3,287","(33,987)"
,"6,068","10,676"
,"21,234","1,436"
,"1,763,273","1,682,879"
,"217,844","244,982"
,"45,000","35,733"
,"(7,981)","73,615"
,"8,495,124","6,199,974"
,"(1,170,423)","(4,108,222)"
,"(11,581,327)","(13,509,095)"
,"6,448,293","5,969,068"
,"1,930,285","2,538,741"
,"(1,256,440)","1,102,645"
,"365,805","1,510,707"
,"3,231,317","(296,182)"
