2019,2018
KShs’000,KShs’000
"2,146,661","2,109,770"
-,"36,891"
"(1,436,672)",-
"(709,989)",-
-,"2,146,661"
"1,455,231","1,242,806"
-,"212,425"
"(862,748)",-
"(592,483)",-
-,"1,455,231"
-,"691,430"
