As at 1 January 2023,"9,974,771","1,967,520","18,288,158",-,"30,230,449"
Dividends declared – 2022 (Note 11),-,-,"(824,701)",-,"(824,701)"
Profit for the year,-,-,"3,022,924",-,"3,022,924"
Other comprehensive income,-,-,-,"(203,649)","(203,649)"
"111
Total comprehensive income",-,-,"3,022,924","(203,649)","2,819,275"
As at 31 December 2023,"9,974,771","1,967,520","20,486,381","(203,649)","32,225,023"
