As at 1 January 2019,"9,974,771","1,967,520","10,723,752","22,666,043"
Dividends declared – 2018 (Note 11),-,-,"(818,405)","(818,405)"
Profit for the year,-,-,"2,534,532","2,534,532"
Other comprehensive income,-,-,-,-
Total comprehensive income,-,-,"2,534,532","2,534,532"
As at 31 December 2019,"9,974,771","1,967,520","12,439,879","24,382,170"
