"Total Number of
Employees",2023,Column,2022,Column
,Male,Female,Male,Female
"Permanent
Employees",229,135,236,130
Total,364,,366,
"Temporary
Employees
(FTC/YGT)",7,12,9,11
Total,19,,20,
"New employee
Hires",+5,+5,+5,+6
Total,10,,11,
"Executive leader-
ship / Board",8,2,8,1
Total,10,,9,
MANCOM,6,4,7,3
Total,10,,10,
