KShs’000,KShs’000
"8,500","8,000"
"67,641","59,318"
"1,530,072","1,480,531"
"1,531,454","1,493,210"
"238,835","212,872"
"28,501","26,286"
"613,260","579,399"
"579,277","629,145"
"404,045","449,312"
"285,880","323,609"
"197,889","184,444"
"323,781","178,233"
"483,504","333,670"
"86,157","83,310"
"131,393","129,627"
"8,762","8,836"
"6,518,951","6,179,802"
