Mohammed Muigai LLP,Waweru Gatonye & Co. Advocates
"MM Chambers, 4th Floor","Timau Plaza,4th Floor"
"K-Rep Centre, Wood Avenue","Argwings Kodhek, Timau Road Junction"
"Off Lenana Road, Kilimani",P.O. Box 55207 - 00200
P.O. Box 61323-00200,"Nairobi, Kenya"
"Nairobi, Kenya",
Musyimi & Company Advocates,"Kiarie, Kariuki & Associates Advocates"
"M’pulla House, Arboretum Drive","Bemuda Plaza, 2nd Floor, Suite No. C3"
Off State House Road,Ngong Road
P.O. Box 12502-00400,P.O. Box 13808-00100
"Nairobi, Kenya","Nairobi, Kenya"
Waruhiu K’owade & Ng’ang’a Advocates,Hamilton Harrison & Mathews
"Flamingo Towers, 3rd Floor, Winga","Delta Office Suites, 1st Floor"
Mara Road,Waiyaki Way
P.O. Box 47122-00100,P.O. Box 30333-00100
"Nairobi, Kenya","Nairobi, Kenya"
