Column,Transition risks,Column,Column,Column,Physical risks,Column
,Policy and legal risks,Technology risk,Market risk,Reputation risk,Acute risk,Chronic risk
"Pace of the energy transition
deployment, Evolution of the
demand",,,,,,
"Financing of oil and gas reserve
Operational risk related to the
effects of climate change and
extreme events",,,,,,
Risk of legal project,,,,,,
Reputational risk,,,,,,
"Risk related to skill
management and change in jobs",,,,,,
