Total Number of Employees,2024,Column,2023,Column
,Male,Female,Male,Female
Permanent Employees,232,131,229,135
Under 30,11,18,12,14
Age 30-50,151,88,161,97
Over 50,70,25,56,24
Total,363,,364,
Temporary Employees (FTC/YGT),8,14,7,12
Total,22,,19,
New employee Hires,+5,+6,+5,+5
Total,11,,10,
Executive leadership / Board,6,4,8,2
Total,10,,10,
MANCOM,8,2,6,4
Total,10,,10,
