Reinsures payables,"31 Dec 24
Frw’000","31 Dec 23
Frw’000"
,"969,874",
,"446,992",
,"36,575",
,"36,658",
,46261,
,"(7,740)",
,"4,392",
,-2,
,"7,875",
,"31,327",
,"1,572,212",
,"1,770",
,"33,080",
,"13,288",
,"19,996",
,"2,655",
,"6,294",
,"2,809",
,"4,706",
,"84,598",
,"1,656,810",
