latoT,000’wRF,"483,203,801","577,162",")255,933,9(",-,"229,642,32","925,174,221","006,584,801","577,162",")255,933,9(",")175,6(",-,"088,843,32","231,057,221"
"sgninraE
deniateR",000’wRF,"889,152,96",-,")255,933,9(","674,036","229,642,32","438,987,38","402,534,96",-,")255,933,9(",")175,6(","674,036","088,843,32","734,860,48"
"evreseR
notiaulaveR",000’wRF,"526,036,31",-,-,")674,036(",-,"941,000,31","526,036,31",-,-,-,")674,036(",-,"941,000,31"
"muimerP
erahS",000’wRF,"343,596,81","338,042",-,-,-,"671,639,81","343,596,81","338,042",-,-,-,-,"671,639,81"
"latipac
deussI",000’wRF,"824,427,6","249,02",-,-,-,"073,547,6","824,427,6","249,02",-,-,-,-,"073,547,6"
