Note,"2024
Frw’000","2023
Frw’000"
,"251,118,890",
,"(60,458,536)",
,"190,660,354",
,"46,873,790",
,"(6,844,005)",
,"40,029,785",
,"14,863,420",
,"(7,489,980)",
,"7,373,440",
,"(2,831,511)",
,"50,691",
,"(1,418,663)",
,"3,173,957",
,"20,810,705",
,"3,998,624",
,"225588,,667733,,442255",
,"(34,025,859)",
,"(10,395)",
,"224,637,171",
,"(46,667,715)",
,"(10,908,667)",
,"(40,870,695)",
,"(86,396)",
,"(98,533,473)",
,"126,103,698",
,"(35,072,668)",
,"9911,,003311,,003300",
,"9911,,003311,,003300",
,"89,692,980",
,"1,338,050",
,97.8,
