ASSETS,Note,"2023
Frw’000","2022
Frw’000"
,,"21,663,033",
,,"257,489,419",
,,"399,117,340",
,,"270,754,543",
,,"23,883,206",
,,"12,890,491",
,,"1,453,983,641",
,,"467,903",
,,"2,857,410",
,,"2,694,903",
,,"21,472,751",
,,"100,000",
,,"31,734,374",
,,"7,857,130",
,,"14,610,397",
,,"22,,552211,,557766,,554411",
,,"223,300,626",
,,"1,641,839,621",
,,"8,989,032",
,,"18,395,258",
,,"3,496,113",
,,"1,656,810",
,,"70,484,738",
,,"2,935,409",
,,"111,951,300",
,,"22,,008833,,004488,,990077",
,,"9,305,314",
,,"83,074,911",
,,"13,217,601",
,,"2,321,973",
,,"325,344,951",
,,"443333,,226644,,775500",
,,"5,262,884",
,,"438,527,634",
,,"22,,552211,,557766,,554411",
