Column,2019,Column,Column,Column,2018
,ECL staging,,,,
,"Stage 1
12 month ECL","Stage 2
Lifetime ECL","Stage 3
Lifetime ECL",Total,
,FRw’000,FRw’000,FRw’000,FRw’000,FRw’000
Normal,"84,737,969",-,-,"84,737,969","70,169,167"
Watch,-,"3,740,895",-,"3,740,895","3,376,862"
Default,-,-,"13,908,497","13,908,497","8,825,329"
Gross carrying amount,"84,737,969","3,740,895","13,908,497","102,387,361","82,371,358"
Expected credit loss,"(3,875,068)","(576,039)","(9,448,953)","(13,900,060)","(7,974,338)"
Carrying amount,"80,862,900","3,164,856","4,459,544","88,487,301","74,397,020"
