latoT,000’wRF,"146,663,55","681,335,3",-,")025,874(",")107,936,82(","866,114,1","472,391,13","366,679,82","453,094,1",")636,711(",")107,936,82(","086,907,1","495,384,92"
"ni ssergorP
kroW",000’wRF,"027,197",-,-,")025,874(",-,-,"002,313",-,-,-,-,-,"002,313"
"dna sgnittiF
erutinruF",000’wRF,"081,550,61","200,306","987,944",-,")703,379,41(","964,41","331,941,2","509,574,41","858,653",-,")703,379,41(",")445,041(","776,982,2"
rotoM selcihev,000’wRF,"284,337,1","394,403","542,58",-,-,-,"022,321,2","318,073,1","743,184",")636,711(",-,"425,437,1","696,883"
"dna tnempiuqE
retupmoC
TI",000’wRF,"683,216,9","196,526,2",-,-,")685,714,8(","827,114,2","912,232,6","402,445,8",")309,01(",-,")685,714,8(","517,511","405,611,6"
"dna sgnidliuB
dnaL",000’wRF,"378,371,72",-,")430,535(",-,")808,842,5(",")925,410,1(","205,573,02","147,585,4","250,366",-,")808,842,5(",)51(,"715,573,02"
