"(16,668)"
"43,193"
"211,188"
"237,713"
"42,029"
-
"919,509"
"961,538"
"92,771"
"46,281"
"139,052"
"114,056"
"101,083"
"144,975"
"216,978"
"306,937"
"80,139"
"133,499"
"1,097,667"
