latoT,"114,531,934","162,478,291","588,096,9","860,271,32","526,278,466","205,989,25","617,116,316","583,543,2","230,470,51","536,020,486",")110,841,91("
"ngierof
seicnerruc
rehtO","618,830,3",671,"245,001",-,"435,931,3","666,511","656,458","281,7",-,"405,779","030,261,2"
PBG,"627,300,3",729,"626,87",-,"972,380,3","629,21","465,123,2","896,1",-,"981,633,2","190,747"
RUE,"110,877,13","077,41","427,232",-,"505,520,23","174,472","281,062,92","733,312",-,"099,747,92","515,772,2"
DSU,"858,413,104","883,858,291","399,872,9","860,271,32","703,426,626","934,685,25","413,571,185","861,321,2","230,470,51","259,859,056",")646,433,42("
