Net Interest Income,11.7,16.6,23.7,35.2,39.3,46.2,55.7,63.9,27.4%
Net Non Interest Income,9.5,12.9,14.5,18.6,18.9,17.5,21.2,28.6,17.0%
Operating Income,21.2,29.5,38.3,53.8,58.2,63.7,76.9,92.5,23.4%
Net Profit,6.2,8.7,11.8,14.8,18.3,20.5,20.8,23.3,20.9%
