2011
3.6%
18.6%
8.4%
16.9%
26.8%
3.1%
48.4%
5.9%
51.8%
2.9%
25.1%
29.5%
42.8%
60.8%
9.5%
43.0%
65.3%
8.3%
69.1%
8.8%
3.8%
3.7
28.1%
29.1%
363.1%
21.3%
3.0%
11.7%
0.8%
105.3%
602
0.5
44
26
202
"73,716"
