2013
RwF’000
"18,756,236"
"4,303,044"
"336,593"
"(24,753)"
-
"23,371,120"
"(13,958,489)"
"4,929,704"
"68,624,395"
"(6,370,132)"
"(2,862,521)"
"73,734,077"
"(237,478)"
"(3,874,221)"
"205,000"
"(37,701,365)"
-
"(41,608,064)"
"11,130"
"127,995"
"28,245,541"
"(5,892,885)"
"22,491,781"
"54,617,794"
"71,379,965"
"125,997,759"
