Column,THE BANK,Column,THE GROUP
,2017,2016,2017
,FRw’000,FRw’000,FRw’000
Opening balance,"69,251,988","55,652,725","69,435,204"
Appropriation of prior year profit,-,"11,918,110",-
Profit for the current year,"23,246,922","20,730,879","23,348,880"
Accrued dividend 2017,"(9,339,552)","(8,302,347)","(9,339,552)"
Other adjustment,-,-,"(6,571)"
Approved dividend 2016,-,"(8,193,623)",-
Transfer of revaluation on disposal,"630,476",-,"630,476"
Transfer of excess depreciation,-,"(2,553,756)",-
,"83,789,834","69,251,988","84,068,437"
