Deposits from banks,"14,811,386","1,088,142","2,649",-,"15,902,177"
Deposits from customers,"157,595,511","20,146,448","1,088,356","227,553","179,057,868"
Other liabilities,"990,828","1,158",369,"66,819","1,059,174"
Long-term finance,"31,592,108",-,-,-,"31,592,108"
At 31 December 2019,"204,989,834","21,235,748","1,091,375","294,372","227,611,327"
Net currency exposure,"(27,038,629)","118,832","156,289","509,819","(26,253,687)"
